PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
610-0197038,610-0197038-102,מגורים,975.0,300.0,2466.0,0.0,0.0,16.0,11.0,2.0,1275.0,מחוזית,דרום,חברה כללית / מעורבת,2017,חדשה
610-0197038,610-0197038-101,מגורים,975.0,300.0,2025.0,0.0,0.0,16.0,11.0,2.0,1275.0,מחוזית,דרום,חברה כללית / מעורבת,2017,חדשה
151-0392894,151-0392894-210,מגורים,960.0,180.0,2820.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-22,מגורים,4800.0,960.0,15410.0,0.0,0.0,30.0,17.0,4.0,5760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-10,מגורים,640.0,120.0,1600.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-11,מגורים,960.0,180.0,2694.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-20,מגורים,1280.0,240.0,2936.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-202,מגורים,3840.0,720.0,11552.0,0.0,0.0,24.0,17.0,4.0,4560.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-208,מגורים,1280.0,240.0,2814.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-223,מגורים,1920.0,360.0,4674.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-225,מגורים,2560.0,480.0,5882.0,0.0,0.0,16.0,17.0,4.0,3040.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-3,מגורים,3200.0,600.0,8782.0,0.0,0.0,20.0,17.0,4.0,3800.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-226,מגורים,1600.0,300.0,4104.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-181,מגורים,8800.0,60.0,21124.0,0.0,0.0,160.0,26.0,6.0,8860.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-19,מגורים,2560.0,480.0,9410.0,0.0,0.0,16.0,17.0,4.0,3040.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-2,מגורים,2560.0,480.0,6372.0,0.0,0.0,16.0,17.0,4.0,3040.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-204,מגורים,1920.0,360.0,4292.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-27,מגורים,640.0,120.0,1878.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-30,מגורים,2240.0,420.0,4018.0,0.0,0.0,14.0,17.0,4.0,2660.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-234,מגורים,1600.0,300.0,3718.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-235,מגורים,1600.0,300.0,4020.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-220,מגורים,1280.0,240.0,2800.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-18,מגורים,1600.0,300.0,5324.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-203,מגורים,1920.0,360.0,4800.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-207,מגורים,1280.0,240.0,2812.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-216,מגורים,1280.0,240.0,3228.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-23,מגורים,640.0,120.0,1346.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-237,מגורים,640.0,120.0,2416.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-24,מגורים,640.0,120.0,1688.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-25,מגורים,640.0,120.0,1284.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-221,מגורים,2240.0,420.0,5004.0,0.0,0.0,14.0,17.0,4.0,2660.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-14,מגורים,1280.0,240.0,3200.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-15,מגורים,1920.0,360.0,5630.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-16,מגורים,2560.0,480.0,6958.0,0.0,0.0,16.0,17.0,4.0,3040.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-17,מגורים,1920.0,360.0,5342.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-201,מגורים,960.0,180.0,2626.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-232,מגורים,2880.0,540.0,6360.0,0.0,0.0,18.0,17.0,4.0,3420.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-5,מגורים,640.0,120.0,2818.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-8,מגורים,640.0,120.0,2178.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-211,מגורים,1920.0,360.0,4218.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-217,מגורים,640.0,120.0,1396.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-222,מגורים,1920.0,360.0,4372.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-224,מגורים,1920.0,360.0,4714.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-227,מגורים,2240.0,420.0,5878.0,0.0,0.0,14.0,17.0,4.0,2660.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-6,מגורים,640.0,120.0,2016.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-209,מגורים,1280.0,240.0,2826.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-218,מגורים,1280.0,240.0,2806.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-13,מגורים,960.0,180.0,2974.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-212,מגורים,960.0,180.0,2106.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-215,מגורים,1280.0,240.0,2818.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-231,מגורים,1280.0,240.0,3628.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-31,מגורים,960.0,180.0,2890.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-29,מגורים,1600.0,300.0,2576.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-32,מגורים,640.0,120.0,2178.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-236,מגורים,1280.0,240.0,2926.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-4,מגורים,960.0,180.0,4846.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-219,מגורים,1600.0,300.0,3506.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-12,מגורים,640.0,120.0,1600.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-228,מגורים,1920.0,360.0,4824.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-229,מגורים,3840.0,720.0,8590.0,0.0,0.0,24.0,17.0,4.0,4560.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-230,מגורים,1920.0,360.0,4650.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-26,מגורים,640.0,120.0,2384.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-9,מגורים,1920.0,360.0,6594.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-206,מגורים,640.0,120.0,1408.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-21,מגורים,3840.0,720.0,11160.0,0.0,0.0,24.0,17.0,4.0,4560.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-213,מגורים,1280.0,240.0,2810.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-1,מגורים,1280.0,240.0,3240.0,0.0,0.0,8.0,17.0,4.0,1520.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-205,מגורים,960.0,180.0,2166.0,0.0,0.0,6.0,17.0,4.0,1140.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-214,מגורים,1600.0,300.0,3508.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-238,מגורים,1920.0,360.0,4876.0,0.0,0.0,12.0,17.0,4.0,2280.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-28,מגורים,1600.0,300.0,3494.0,0.0,0.0,10.0,17.0,4.0,1900.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-233,מגורים,2880.0,540.0,6374.0,0.0,0.0,18.0,17.0,4.0,3420.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
151-0392894,151-0392894-7,מגורים,640.0,120.0,1764.0,0.0,0.0,4.0,17.0,4.0,760.0,מחוזית,ירושלים,חברה כללית / מעורבת,2017,התחדשות
תמל/ 1049,תמל/ 1049-123,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-9,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-94,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-98,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-92,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-198,מגורים,6960.0,3600.0,2848.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-199,מגורים,6960.0,3600.0,3110.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-100,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-107,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-125,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-129,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-15,מגורים,152.0,48.0,450.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-16,מגורים,152.0,48.0,450.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-64,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-57,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-23,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-41,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-30,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-34,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-35,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-38,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-52,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-69,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-7,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-76,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-77,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-142,מגורים,3132.0,1620.0,2581.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-143,מגורים,10092.0,5220.0,5322.0,0.0,0.0,116.0,0.0,13.0,15312.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-147,מגורים,5220.0,2700.0,2737.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-149,מגורים,5046.0,2610.0,2960.0,0.0,0.0,58.0,0.0,8.0,7656.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-159,מגורים,8178.0,4230.0,4121.0,0.0,0.0,94.0,0.0,12.0,12408.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-164,מגורים,5742.0,1914.0,3338.0,0.0,0.0,58.0,0.0,8.0,7656.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-168,מגורים,5220.0,2700.0,2757.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-214,מגורים,9048.0,4680.0,3344.0,0.0,0.0,104.0,0.0,13.0,13728.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-217,מגורים,8439.0,4365.0,3712.0,0.0,0.0,97.0,0.0,13.0,12804.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-218,מגורים,9048.0,4680.0,3881.0,0.0,0.0,104.0,0.0,13.0,13728.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-255,מגורים,6960.0,3600.0,3032.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-223,מגורים,11832.0,6120.0,5216.0,0.0,0.0,136.0,0.0,12.0,17952.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-222,מגורים,6699.0,3465.0,3055.0,0.0,0.0,77.0,0.0,12.0,10164.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-258,מגורים,6960.0,3600.0,3117.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-262,מגורים,8526.0,4410.0,4008.0,0.0,0.0,98.0,0.0,13.0,12936.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-265,מגורים,5394.0,2790.0,1842.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-271,מגורים,10470.0,5410.0,4471.0,0.0,0.0,120.0,0.0,13.0,15880.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-118,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-115,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-117,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-113,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-2,מגורים,152.0,48.0,419.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-70,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-88,מגורים,152.0,48.0,435.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-93,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-96,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-135,מגורים,3132.0,1620.0,3176.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-184,מגורים,6960.0,3600.0,2956.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-110,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-131,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-58,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-21,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-29,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-48,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-50,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-75,מגורים,152.0,48.0,430.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-91,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-146,מגורים,5220.0,2700.0,2737.0,0.0,0.0,60.0,0.0,8.0,7920.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-158,מגורים,10962.0,5670.0,5213.0,0.0,0.0,126.0,0.0,8.0,16632.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-170,מגורים,10092.0,5220.0,5319.0,0.0,0.0,116.0,0.0,13.0,15312.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-171,מגורים,3132.0,1620.0,2449.0,0.0,0.0,36.0,0.0,6.0,4752.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-250,מגורים,5394.0,2790.0,1781.0,0.0,0.0,62.0,0.0,13.0,8184.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-219,מגורים,6960.0,3600.0,2958.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-226,מגורים,6612.0,3420.0,2917.0,0.0,0.0,76.0,0.0,12.0,10032.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-263,מגורים,6960.0,3600.0,3226.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-234,מגורים,10962.0,5670.0,4742.0,0.0,0.0,126.0,0.0,8.0,16632.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-120,מגורים,152.0,48.0,434.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-90,מגורים,152.0,48.0,420.0,0.0,0.0,1.0,0.0,2.0,200.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-202,מגורים,6960.0,3600.0,2904.0,0.0,0.0,80.0,0.0,13.0,10560.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
תמל/ 1049,תמל/ 1049-186,מגורים,13920.0,7200.0,5367.0,0.0,0.0,160.0,0.0,13.0,21120.0,ארצית,מרכז,חברה כללית / מעורבת,2019,חדשה
