PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
351-0572347,351-0572347-109,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-66A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-69A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-71A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-77A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-80A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-37A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-42A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-43A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-45A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-5A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-30A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-60A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-102,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-103,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-107,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-113,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-114,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-117,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-124,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-126,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-127,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-132,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-73A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-74A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-75A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-41A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-44A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-12A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-18A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-25A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-32A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-22A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-52A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-442,מגורים,225.0,55.0,500.0,0.0,0.0,1.0,8.5,2.0,280.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
351-0572347,351-0572347-62A,מגורים,805.0,185.0,2500.0,0.0,0.0,3.0,8.5,2.0,990.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
204-0612317,204-0612317-101,מגורים,293.0,73.0,0.0,733.0,0.0,1.0,8.5,2.0,366.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-101,מגורים,2240.0,680.0,5094.0,0.0,0.0,16.0,7.0,2.0,2920.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-104,מגורים,2240.0,680.0,5058.0,0.0,0.0,16.0,7.0,2.0,2920.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-121,מגורים,3150.0,840.0,2941.0,0.0,0.0,24.0,13.0,4.0,3990.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-123,מגורים,4200.0,1150.0,3879.0,0.0,0.0,32.0,13.0,4.0,5350.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-151,מגורים,5000.0,1600.0,3606.0,0.0,0.0,40.0,31.0,8.0,6600.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-156,מגורים,8800.0,2800.0,5596.0,0.0,0.0,80.0,31.0,8.0,11600.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-154,מגורים,9400.0,3000.0,5589.0,0.0,0.0,80.0,31.0,8.0,12400.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-102,מגורים,2240.0,680.0,5094.0,0.0,0.0,16.0,7.0,2.0,2920.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-120,מגורים,3150.0,840.0,2952.0,0.0,0.0,24.0,13.0,4.0,3990.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-158,מגורים,12260.0,3910.0,5814.0,0.0,0.0,106.0,50.0,14.0,16170.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-159,מגורים,12360.0,3960.0,5733.0,0.0,0.0,106.0,50.0,14.0,16320.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-122,מגורים,4200.0,1150.0,4281.0,0.0,0.0,32.0,13.0,4.0,5350.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-126,מגורים,2100.0,560.0,2225.0,0.0,0.0,16.0,13.0,4.0,2660.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-143,מגורים,4400.0,1400.0,2761.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-148,מגורים,4400.0,1400.0,2931.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-152,מגורים,9400.0,3000.0,7266.0,0.0,0.0,80.0,31.0,8.0,12400.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-163,מגורים,6600.0,2100.0,4470.0,0.0,0.0,60.0,31.0,8.0,8700.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-106,מגורים,1120.0,340.0,2821.0,0.0,0.0,8.0,7.0,2.0,1460.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-128,מגורים,2100.0,560.0,2221.0,0.0,0.0,16.0,13.0,4.0,2660.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-153,מגורים,4400.0,1400.0,3484.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-165,מגורים,4400.0,1400.0,2966.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-103,מגורים,1120.0,340.0,2820.0,0.0,0.0,8.0,7.0,2.0,1460.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-127,מגורים,2100.0,560.0,2225.0,0.0,0.0,16.0,13.0,4.0,2660.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-125,מגורים,3150.0,840.0,3431.0,0.0,0.0,24.0,13.0,4.0,3990.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-150,מגורים,4400.0,1400.0,2718.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-155,מגורים,9400.0,3000.0,5588.0,0.0,0.0,80.0,31.0,8.0,12400.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-161,מגורים,12360.0,3960.0,5428.0,0.0,0.0,106.0,50.0,14.0,16320.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-166,מגורים,4400.0,1400.0,2966.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-147,מגורים,6600.0,2100.0,4283.0,0.0,0.0,60.0,31.0,8.0,8700.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-149,מגורים,4400.0,1400.0,2704.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-157,מגורים,10060.0,3210.0,4724.0,0.0,0.0,86.0,50.0,14.0,13270.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-105,מגורים,2240.0,680.0,5094.0,0.0,0.0,16.0,7.0,2.0,2920.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-124,מגורים,4200.0,1150.0,3884.0,0.0,0.0,32.0,13.0,4.0,5350.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-144,מגורים,4400.0,1400.0,2819.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-164,מגורים,4400.0,1400.0,2970.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-162,מגורים,5000.0,1600.0,2742.0,0.0,0.0,40.0,31.0,8.0,6600.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-145,מגורים,6600.0,2100.0,4180.0,0.0,0.0,60.0,31.0,8.0,8700.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-146,מגורים,4400.0,1400.0,2922.0,0.0,0.0,40.0,31.0,8.0,5800.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
201-0495242,201-0495242-160,מגורים,12360.0,3960.0,5555.0,0.0,0.0,106.0,50.0,14.0,16320.0,מחוזית,צפון,חברה כללית / מעורבת,2020,חדשה
353-0742528,353-0742528-440B,מגורים,146.0,62.0,404.5,0.0,0.0,1.0,8.5,2.0,208.0,מחוזית,חיפה,חברה כללית / מעורבת,2020,הסדרה
353-0742528,353-0742528-440A,מגורים,266.0,80.0,406.5,0.0,0.0,2.0,9.0,3.0,346.0,מחוזית,חיפה,חברה כללית / מעורבת,2020,הסדרה
261-0746735,261-0746735-1,מגורים מסחר ותעסוקה,6000.0,1920.0,3000.0,0.0,0.0,21.0,21.2,4.0,7920.0,מחוזית,צפון,(חסר),2020,חדשה
תמל/ 1061,תמל/ 1061-1015,מגורים,666.0,333.0,666.0,0.0,0.0,4.0,14.0,4.0,999.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1021,מגורים,620.0,310.0,620.0,0.0,0.0,4.0,14.0,4.0,930.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1023,מגורים,825.0,413.0,825.0,0.0,0.0,5.0,14.0,4.0,1238.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1030,מגורים,606.0,303.0,606.0,0.0,0.0,4.0,14.0,4.0,909.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1111,מגורים,653.0,176.0,502.0,0.0,0.0,4.0,14.0,4.0,829.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1041,מגורים,620.0,310.0,620.0,0.0,0.0,4.0,14.0,4.0,930.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1115,מגורים,486.0,243.0,486.0,0.0,0.0,3.0,14.0,4.0,729.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1044,מגורים,620.0,310.0,620.0,0.0,0.0,4.0,14.0,4.0,930.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1118,מגורים,949.0,475.0,949.0,0.0,0.0,6.0,14.0,4.0,1424.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1045,מגורים,620.0,310.0,620.0,0.0,0.0,4.0,14.0,4.0,930.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1225,מגורים,987.0,494.0,987.0,0.0,0.0,6.0,14.0,4.0,1481.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1227,מגורים,685.0,343.0,685.0,0.0,0.0,4.0,14.0,4.0,1028.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1049,מגורים,474.0,237.0,474.0,0.0,0.0,3.0,14.0,4.0,711.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1052,מגורים,509.0,170.0,565.0,0.0,0.0,3.0,14.0,4.0,679.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1228,מגורים,800.0,404.0,842.0,0.0,0.0,5.0,14.0,4.0,1204.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1128,מגורים,433.0,217.0,433.0,0.0,0.0,3.0,14.0,4.0,650.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1070,מגורים,1020.0,510.0,1020.0,0.0,0.0,6.0,14.0,4.0,1530.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1072,מגורים,984.0,492.0,984.0,0.0,0.0,6.0,14.0,4.0,1476.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1077,מגורים,513.0,257.0,513.0,0.0,0.0,3.0,14.0,4.0,770.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1207,מגורים,157.0,79.0,314.0,0.0,0.0,2.0,8.0,2.0,236.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1078,מגורים,363.0,182.0,363.0,0.0,0.0,2.0,14.0,4.0,545.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1209,מגורים,388.0,196.0,408.0,0.0,0.0,2.0,14.0,4.0,584.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1083,מגורים,935.0,468.0,935.0,0.0,0.0,6.0,14.0,4.0,1403.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1213,מגורים,1042.0,521.0,1042.0,0.0,0.0,6.0,14.0,4.0,1563.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1254,מגורים,348.0,94.0,268.0,0.0,0.0,2.0,14.0,4.0,442.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1253,מגורים,332.0,89.0,255.0,0.0,0.0,2.0,14.0,4.0,421.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1276,מגורים,372.0,186.0,372.0,0.0,0.0,2.0,14.0,4.0,558.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1279,מגורים,327.0,164.0,327.0,0.0,0.0,2.0,14.0,4.0,491.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1280,מגורים,728.0,364.0,728.0,0.0,0.0,4.0,14.0,4.0,1092.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1291,מגורים,368.0,186.0,387.0,0.0,0.0,2.0,14.0,4.0,554.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1281,מגורים,700.0,350.0,700.0,0.0,0.0,4.0,14.0,4.0,1050.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1285,מגורים,328.0,164.0,328.0,0.0,0.0,2.0,14.0,4.0,492.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1302,מגורים,302.0,151.0,302.0,0.0,0.0,2.0,14.0,4.0,453.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1309,מגורים,523.0,262.0,545.0,0.0,0.0,3.0,14.0,4.0,785.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1607,מגורים,574.0,287.0,574.0,0.0,0.0,3.0,14.0,4.0,861.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1608,מגורים,449.0,225.0,449.0,0.0,0.0,3.0,14.0,4.0,674.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1740,מגורים,635.0,212.0,706.0,0.0,0.0,4.0,14.0,4.0,847.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1733,מגורים,368.0,123.0,409.0,0.0,0.0,2.0,14.0,4.0,491.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1755,מגורים,510.0,170.0,567.0,0.0,0.0,3.0,14.0,4.0,680.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1760,מגורים,569.0,190.0,632.0,0.0,0.0,4.0,14.0,4.0,759.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1806,מגורים,567.0,284.0,567.0,0.0,0.0,3.0,14.0,4.0,851.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1810,מגורים,377.0,189.0,377.0,0.0,0.0,2.0,14.0,4.0,566.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1774,מגורים,397.0,132.0,441.0,0.0,0.0,2.0,14.0,4.0,529.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1777,מגורים,1080.0,540.0,1080.0,0.0,0.0,6.0,14.0,4.0,1620.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1819,מגורים,686.0,343.0,686.0,0.0,0.0,4.0,14.0,4.0,1029.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1443,מגורים,524.0,160.0,456.0,0.0,0.0,3.0,14.0,4.0,684.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1444,מגורים,300.0,150.0,300.0,0.0,0.0,2.0,14.0,4.0,450.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1459,מגורים,350.0,94.0,269.0,0.0,0.0,2.0,14.0,4.0,444.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1461,מגורים,195.0,98.0,195.0,0.0,0.0,1.0,14.0,4.0,293.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1470,מגורים,342.0,171.0,342.0,0.0,0.0,2.0,14.0,4.0,513.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1342,מגורים,428.0,214.0,428.0,0.0,0.0,3.0,14.0,4.0,642.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1343,מגורים,493.0,247.0,493.0,0.0,0.0,3.0,14.0,4.0,740.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1381,מגורים,580.0,290.0,580.0,0.0,0.0,3.0,14.0,4.0,870.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1382,מגורים,431.0,216.0,431.0,0.0,0.0,3.0,14.0,4.0,647.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1433,מגורים,361.0,181.0,361.0,0.0,0.0,2.0,14.0,4.0,542.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1450,מגורים,332.0,166.0,332.0,0.0,0.0,2.0,14.0,4.0,498.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1439,מגורים,184.0,92.0,184.0,0.0,0.0,1.0,14.0,4.0,276.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1354,מגורים,451.0,226.0,451.0,0.0,0.0,3.0,14.0,4.0,677.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1393,מגורים,969.0,485.0,969.0,0.0,0.0,6.0,14.0,4.0,1454.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1394,מגורים,458.0,229.0,458.0,0.0,0.0,3.0,14.0,4.0,687.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1326,מגורים,855.0,230.0,658.0,0.0,0.0,5.0,14.0,4.0,1085.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1398,מגורים,881.0,441.0,881.0,0.0,0.0,5.0,14.0,4.0,1322.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1423,מגורים,617.0,305.0,743.0,0.0,0.0,4.0,14.0,4.0,922.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1400,מגורים,432.0,216.0,432.0,0.0,0.0,3.0,14.0,4.0,648.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1403,מגורים,449.0,225.0,468.0,0.0,0.0,3.0,14.0,4.0,674.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1472,מגורים,437.0,219.0,437.0,0.0,0.0,3.0,14.0,4.0,656.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1365,מגורים,252.0,126.0,336.0,0.0,0.0,2.0,11.0,3.0,378.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1367,מגורים,242.0,121.0,242.0,0.0,0.0,1.0,14.0,4.0,363.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1505,מגורים,325.0,163.0,325.0,0.0,0.0,2.0,14.0,4.0,488.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1509,מגורים,577.0,289.0,577.0,0.0,0.0,3.0,14.0,4.0,866.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1510,מגורים,457.0,229.0,457.0,0.0,0.0,3.0,14.0,4.0,686.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1519,מגורים,1543.0,429.0,857.0,0.0,0.0,6.0,20.0,6.0,1972.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1523,מגורים,319.0,160.0,319.0,0.0,0.0,2.0,14.0,4.0,479.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1476,מגורים,235.0,119.0,247.0,0.0,0.0,1.0,14.0,4.0,354.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-1546,מגורים,325.0,163.0,325.0,0.0,0.0,2.0,14.0,4.0,488.0,ארצית,חיפה,חברה ערבית,2021,חדשה
תמל/ 1061,תמל/ 1061-2606,מגורים,783.0,218.0,870.0,0.0,0.0,6.0,11.0,3.0,1001.0,ארצית,חיפה,חברה ערבית,2021,חדשה
