PL_NUMBER,PL_AREA,LANDUSE,MAIN_AREA,SERVICE_AREA,CELL_SIZE_TOTAL,CELL_SIZE_MIN,CELL_SIZE_MAX,HOUSING_UNITS,BUILDING_HEIGHT,FLOORS_NUM,TOTAL_AREA,AUTHORITY,DISTRICT,SECTOR_GROUP,CONFIRMATION_YEAR,CONSTRUCTION_TYPE_GROUP
616-0420802,616-0420802-21A,מגורים,285.0,73.0,2360.0,0,0,1,9.0,2,358.0,מחוזית,דרום,חברה כללית / מעורבת,2021,חדשה
651-0850289,651-0850289-122,מגורים,190.0,126.0,500.0,0,0,1,7.5,2,316.0,מחוזית,דרום,חברה כללית / מעורבת,2021,חדשה
201-0834440,201-0834440-200,מגורים,240.0,60.0,577.0,0,0,1,8.5,2,300.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
251-0670729,251-0670729-1,מגורים,576.0,96.0,400.0,0,0,6,14.0,4,672.0,מחוזית,צפון,חברה ערבית,2021,חדשה
204-0756965,204-0756965-2821,מגורים,3060.0,225.0,0.0,1600,0,2,18.0,0,3285.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
204-0756965,204-0756965-119,מגורים,600.0,94.0,0.0,1332,0,2,17.0,4,694.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
101-0902429,101-0902429-1A,מגורים,897.0,18.0,1416.0,0,0,4,11.07,3,915.0,מחוזית,ירושלים,חברה כללית / מעורבת,2021,התחדשות
101-0848754,101-0848754-1,מגורים,332.4,88.2,330.0,0,0,4,12.0,4,420.6,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
305-0854976,305-0854976-100,מגורים,4400.0,1600.0,2445.0,0,0,44,21.0,6,6000.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,חדשה
259-0742361,259-0742361-3B,מגורים,230.0,25.0,0.0,500,0,1,10.0,2,255.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
259-0742361,259-0742361-3A,מגורים,460.0,50.0,0.0,1000,0,2,10.0,2,510.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
302-0816322,302-0816322-1,מגורים,1456.0,336.0,1739.0,0,0,10,10.5,3,1792.0,מחוזית,חיפה,חברה כללית / מעורבת,2021,התחדשות
601-0750653,601-0750653-83A,מגורים,230.0,54.0,427.0,0,0,1,0.0,2,284.0,מחוזית,דרום,חברה כללית / מעורבת,2021,הסדרה
101-0720482,101-0720482-1,מגורים,370.0,82.0,411.0,0,0,5,13.0,4,452.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
152-0904235,152-0904235-1,מגורים,383.14,74.0,524.0,0,0,4,8.86,3,457.14,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
201-0860965,201-0860965-163,מגורים,240.0,60.0,500.0,0,0,1,8.5,2,300.0,מחוזית,צפון,חברה כללית / מעורבת,2021,חדשה
211-0877910,211-0877910-100,מגורים,480.0,160.0,0.0,400,0,3,14.0,4,640.0,מחוזית,צפון,חברה ערבית,2021,חדשה
101-0810655,101-0810655-1,מגורים,527.05,219.89,406.56,0,0,4,12.48,4,746.9399999999999,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
262-0889014,262-0889014-700,מגורים,810.6,144.75,579.0,0,0,5,19.0,5,955.35,מחוזית,צפון,חברה ערבית,2021,חדשה
101-0843342,101-0843342-1,מגורים,811.0,132.0,835.0,0,0,6,9.99,3,943.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
354-0625756,354-0625756-200,מגורים,920.0,210.0,920.0,920,0,6,26.0,6,1130.0,מחוזית,חיפה,חברה ערבית,2021,חדשה
101-0841320,101-0841320-1,מגורים,3034.0,600.0,1453.5,0,0,40,27.04,8,3634.0,מחוזית,ירושלים,חברה ערבית,2021,התחדשות
